Mystic_id,Forgotten Metropolis,Enchanted Town of the West,Cryptic City by the Sea,Mysterious Capital of the North,Bizarre Borough of the South,Arcane Village in the Mountains,Whimsical Hamlet of the Forest,Surreal Settlement by the River,Illusory Isle in the Sky,Dreamlike Downtown of the Desert,Hypnotic Heights of the Highlands,Illogical Level of Livability
1554,8.7,1.04,0.24,2,0.095,5,16,0.9964,3.04,0.48,10,6
1555,7.5,0.58,0.06,2.2,0.078,28,89,0.99728,3.35,0.52,9.8,5
1556,9.1,0.43,0.6,2.2,0.095,21,43,0.9982,3.3,0.57,10.2,5
1557,9.9,0.39,0.31,4,0.079,4,15,0.9986,3.4,0.61,10.9,6
1558,9.3,0.52,0.24,1.9,0.05,13,49,0.9976,3.26,0.54,9.8,5
1559,9.3,0.39,0.4,2.4,0.114,14,119,0.99708,3.23,0.67,9.4,6
1560,8.6,0.46,0.27,2.3,0.079,27,43,0.99516,3.17,0.85,11.7,6
1561,6.7,0.725,0.08,1.8,0.117,14,23,0.9955,3.42,0.57,9.5,6
1562,7.2,0.48,0.4,1.8,0.114,5,12,0.9968,3.44,0.64,9.4,7
1563,7,0.735,0.05,2.3,0.082,31,54,0.99395,3.36,0.44,10.4,7
1564,8.2,0.24,0.42,2.1,0.072,16,29,0.99616,3.33,0.7,11.4,6
1565,7.9,0.655,0.1,1.7,0.087,17,82,0.9962,3.31,0.45,9.5,5
1566,9,0.4,0.49,2.4,0.085,21,122,0.9988,3.08,0.6,9.6,5
1567,7.1,0.775,0.03,2.2,0.08,17,56,0.9963,3.42,0.55,9.2,6
1568,6.7,0.65,0.07,2.1,0.102,9,24,0.99564,3.35,0.53,10,7
1569,7.5,0.57,0.43,1.8,0.089,21,58,0.9942,3.08,0.82,10.3,6
1570,8,0.48,0.68,2.3,0.414,5,20,0.9966,3.3,1.06,9.1,5
1571,7,0.67,0,1.5,0.08,17,43,0.99478,3.31,0.52,10,5
1572,5.3,0.885,0,2.1,0.123,13,31,0.99396,3.56,0.73,11.2,6
1573,12.3,0.315,0.66,2.7,0.095,6,31,1.0004,3.05,0.72,10.9,5
1574,6.8,0.5,0,1.9,0.057,13,26,0.99448,3.5,0.45,10,6
1575,8.9,0.5,0.24,1.9,0.056,38,76,0.99472,3.22,0.59,9.2,6
1576,7.4,0.55,0.14,2.6,0.079,29,66,0.99714,3.16,0.59,10.6,6
1577,6.8,0.69,0.07,2.1,0.067,25,48,0.9954,3.48,0.75,11.3,7
1578,7.8,0.55,0.12,1.5,0.076,5,28,0.9962,3.33,0.42,9.4,5
1579,8.3,0.43,0.3,3,0.095,19,98,0.99822,3.25,0.56,9.1,5
1580,6.2,0.46,0.24,2.3,0.078,6,20,0.9953,3.54,0.6,11,6
1581,6,0.615,0.08,2.1,0.093,16,44,0.99448,3.48,0.67,10.4,6
1582,10.2,0.4,0.6,2.1,0.061,12,25,0.99702,3.28,0.68,11.4,7
1583,12.5,0.615,0.66,3,0.083,6,15,1.0026,3.2,0.66,10,6
1584,7.9,0.835,0.29,1.9,0.092,16,62,0.9966,3.32,0.62,9.2,5
1585,7.1,0.62,0.12,4.65,0.072,21,65,0.99746,3.42,0.64,10.9,6
1586,7.8,0.53,0.14,1.9,0.106,13,54,0.99586,3.19,0.57,9.3,6
1587,8.3,0.84,0.17,2.1,0.095,5,19,0.99855,3.24,0.55,9.5,4
1588,11.9,0.3,0.49,2.5,0.1,16,25,0.99476,3.05,0.85,12.7,6
1589,7.5,0.43,0.3,2.3,0.062,27,46,0.9973,3.35,0.65,10,7
1590,7.5,0.27,0.53,2.6,0.095,8,23,0.99736,3.28,1.13,9.3,4
1591,8.4,0.31,0.36,1.7,0.079,21,59,0.99728,3.34,0.87,10,7
1592,8.6,0.725,0.1,4.5,0.117,10,19,0.99586,3.1,0.49,10.5,6
1593,6,0.51,0.15,2.4,0.066,38,51,0.99512,3.52,0.93,10.1,5
1594,8.1,0.88,0.26,2.3,0.084,17,44,0.99746,3.3,0.55,9.6,5
1595,9.4,0.28,0.52,2.3,0.097,5,14,0.9988,3.26,0.82,11.7,8
1596,11.9,0.38,0.6,3.3,0.093,8,23,1,3.16,0.69,9.5,7
1597,10,0.49,0.29,2.7,0.077,13,49,1.0004,3.25,0.59,9.7,6
1598,12.5,0.36,0.63,2.6,0.101,9,42,1.0014,3.08,0.82,10.9,6
1599,7.9,0.47,0.3,1.6,0.071,16,86,0.9964,3.46,0.67,9.2,5
1600,5.6,0.74,0,2.2,0.048,26,52,0.99562,3.68,0.82,13.2,5
1601,8.9,0.78,0.3,2.2,0.084,16,63,0.9966,3.3,0.57,10.4,6
1602,6.8,0.66,0,1.5,0.065,5,13,0.99162,3.47,0.49,11.3,5
1603,8.1,0.5,0.3,2.2,0.076,30,98,0.9973,3.2,0.57,9.2,5
1604,7.5,0.36,0.32,2.2,0.08,25,67,0.99725,3.38,0.62,12,6
1605,12.3,0.45,0.49,2.5,0.094,5,31,0.9994,3.05,0.76,12.4,7
1606,8,0.24,0.34,2.1,0.068,10,28,0.9968,3.3,0.86,10.7,6
1607,7.7,0.46,0.26,2,0.079,27,61,0.9964,3.3,0.62,9.2,6
1608,7.7,0.48,0.21,2.1,0.074,34,98,0.9966,3.52,0.71,9.5,5
1609,12.8,0.66,0.49,2.3,0.1,5,19,0.9994,3.1,0.59,11,5
1610,7.4,0.53,0.14,2.7,0.077,32,64,0.9964,3.39,0.62,10.5,6
1611,7.2,0.39,0.13,1.8,0.079,19,48,0.99514,3.32,0.65,11.5,6
1612,7.8,0.935,0.25,2.7,0.074,12,50,0.99656,3.27,0.57,11.8,6
1613,11.1,0.82,0,2.8,0.066,15,34,0.9986,3.24,0.56,10.8,6
1614,7.6,0.5,0.05,1.8,0.116,3,9,0.99655,3.38,0.52,9.7,5
1615,6.7,0.56,0,1.7,0.077,34,54,0.9948,3.6,0.63,10.9,6
1616,7.7,0.34,0.32,2.1,0.062,16,86,0.9948,3.29,0.7,11.4,6
1617,10.6,0.41,0.54,2.2,0.078,6,14,0.9987,3.27,0.77,9.3,7
1618,6.8,0.58,0.14,2.5,0.058,9,22,0.99378,3.37,0.66,11.4,6
1619,7.2,0.715,0.21,3.3,0.08,16,61,0.9955,3.48,0.58,9.5,5
1620,8.9,0.75,0.2,2.9,0.088,4,9,0.9994,3.3,0.52,9.8,5
1621,11.9,0.545,0.66,3.3,0.081,6,35,0.9988,3.2,0.57,9,5
1622,13.2,0.4,0.53,2,0.102,22,49,0.9994,3.25,0.93,12.1,6
1623,9,0.37,0.45,1.8,0.241,29,66,0.99685,3.35,0.84,9.8,7
1624,12.8,0.63,0.49,3.6,0.094,6,15,0.9976,3.14,0.58,10.6,6
1625,7.8,0.36,0.32,1.8,0.066,17,82,0.99612,3.36,0.77,11.2,6
1626,9.3,0.28,0.24,2.1,0.064,6,22,0.9976,3.12,0.6,10.8,5
1627,6.9,0.64,0.06,2.4,0.078,28,66,0.99488,3.61,0.53,12.3,4
1628,6.3,0.66,0.1,1.7,0.063,14,28,0.99748,3.54,0.74,10.3,5
1629,7.3,0.65,0.02,2,0.077,5,105,0.99855,3.12,0.44,9.4,5
1630,8.9,1.04,0.24,1.7,0.097,17,91,0.99842,3.21,0.49,9.4,5
1631,7.2,0.32,0.36,2.3,0.063,4,10,0.99437,3.36,0.44,11.2,5
1632,8.3,0.59,0.24,2.2,0.077,21,127,0.9976,3.12,0.51,9.6,5
1633,8.3,0.45,0.49,3.6,0.07,6,24,0.9974,3.08,0.57,9.1,5
1634,7.8,1.035,0.21,2.3,0.08,30,134,0.9964,3.23,0.58,9.9,6
1635,6.5,0.64,0.02,2.1,0.08,21,119,0.99613,3.53,0.53,9.7,5
1636,7.5,0.46,0.24,3.4,0.077,7,16,0.9976,3.37,0.52,11.1,5
1637,11.4,0.475,0.66,2.3,0.091,6,17,0.99704,3.07,0.66,10.03333333,7
1638,6.7,0.69,0.08,2.1,0.122,14,21,0.99552,3.41,0.72,9.5,5
1639,8.3,0.28,0.28,2.6,0.104,31,72,0.99824,3.38,0.74,10,6
1640,7.4,0.33,0.33,1.7,0.06,27,63,0.9958,3.43,0.75,11,7
1641,8.4,0.28,0.48,2.1,0.068,31,69,0.99502,3.27,0.67,11,6
1642,7.1,0.96,0,2.5,0.064,3,8,0.99554,3.48,0.6,11.4,6
1643,6.6,0.66,0,2.2,0.089,18,38,0.99358,3.59,0.56,12.9,7
1644,7.1,0.43,0.3,2.5,0.07,40,55,0.9972,3.42,0.85,9.6,6
1645,11.9,0.45,0.73,3.3,0.094,14,27,0.9994,3.18,0.81,10.2,7
1646,8.1,0.8,0.26,2.7,0.079,18,34,0.99616,3.3,0.6,9.5,6
1647,7.7,0.84,0.01,2.6,0.084,13,81,0.997616,3.24,0.51,11.5,6
1648,9.1,0.28,0.48,2.4,0.076,3,15,0.9976,3.31,1.03,9.3,5
1649,6.7,0.39,0.21,2.4,0.092,32,44,0.9953,3.61,0.44,9.8,7
1650,5.6,0.64,0.07,1.8,0.054,30,51,0.99479,3.71,0.71,10.5,7
1651,6.8,0.32,0.25,1.9,0.058,21,77,0.99499,3.36,0.49,10.1,5
1652,8.4,0.66,0.24,2.4,0.084,26,65,0.9976,3.2,0.72,9.4,5
1653,8.8,0.38,0.49,2.1,0.078,22,49,0.99498,3.31,0.59,9.8,6
1654,9.1,0.56,0.3,1.6,0.08,31,70,0.99652,3.25,0.48,9.5,4
1655,10.2,0.57,0.24,2.2,0.077,19,58,0.9976,3.26,0.74,9.7,6
1656,7.3,0.34,0.33,2.4,0.071,10,24,0.9922,3.38,0.81,12,6
1657,11.9,0.62,0.66,2.7,0.093,6,15,0.9986,3.08,0.57,10.5,3
1658,7.1,0.68,0,2.2,0.085,32,52,0.9976,3.48,0.6,9.4,6
1659,10.4,0.31,0.43,2,0.075,6,17,0.9978,3.16,0.86,11.8,8
1660,7.4,0.57,0.23,1.5,0.137,19,56,0.99593,3.28,0.52,9.2,5
1661,7,0.59,0.01,1.6,0.063,12,31,0.99538,3.36,0.44,10,6
1662,6.4,0.74,0,1.8,0.064,10,24,0.9934,3.36,0.84,11,6
1663,9,0.47,0.24,2.4,0.08,31,68,0.99652,3.47,0.73,9.7,6
1664,7.1,0.715,0,2.1,0.077,29,66,0.99636,3.38,0.46,9.7,5
1665,8.5,0.41,0.32,2.7,0.091,28,71,0.99736,3.21,0.64,9.4,5
1666,7.5,0.49,0.32,2.1,0.072,26,60,0.9953,3.36,0.72,10.5,6
1667,7.7,0.67,0.23,2.1,0.074,16,112,0.9974,3.16,0.55,9.4,5
1668,8.2,0.5,0.21,2.6,0.082,32,141,0.9982,3.28,0.52,9.5,5
1669,6.2,0.6,0.29,1.9,0.088,23,143,0.99552,3.39,0.54,9.2,5
1670,7.5,0.55,0.03,2.3,0.07,16,86,0.99746,3.35,0.83,11.4,7
1671,9.6,0.48,0.72,2.2,0.122,6,24,0.9974,3.07,0.67,11.7,5
1672,9,0.34,0.24,1.5,0.087,16,43,0.9978,3.32,0.62,10,6
1673,9.1,0.5,0.45,2.3,0.082,26,81,0.9997,3.28,0.74,9.6,5
1674,11.3,0.44,0.53,2,0.095,10,31,0.99642,3.15,0.67,9.5,6
1675,7.1,0.58,0.15,5.2,0.107,14,23,0.99693,3.34,0.62,9.4,6
1676,6.7,0.32,0.33,1.8,0.058,12,19,0.99362,3.47,0.65,10.3,6
1677,10.8,0.54,0.64,2.8,0.107,11,23,0.9974,3.09,0.66,10.9,7
1678,8.6,0.52,0.25,2.2,0.077,19,64,0.99702,3.15,0.59,10.1,6
1679,8.3,0.43,0.4,2.2,0.068,8,27,0.99454,3.2,0.69,11.7,7
1680,7.5,0.63,0,1.8,0.058,5,14,0.99387,3.38,0.55,11.4,8
1681,8,0.29,0.09,2.2,0.095,29,55,0.99498,3.42,0.81,12,6
1682,5.6,0.57,0.04,3,0.059,10,19,0.9964,3.55,0.64,11.6,5
1683,11.1,0.62,0.66,2.2,0.084,11,40,0.9976,3.06,0.58,9.2,5
1684,9,0.48,0.28,3.6,0.087,23,119,0.9982,3.13,0.54,9.3,4
1685,8,0.3,0.41,2.3,0.098,4,9,0.99444,3.3,0.66,11.7,5
1686,9.4,0.67,0.24,2,0.101,9,28,0.9976,3.22,0.57,9.6,5
1687,9.9,0.49,0.63,2.9,0.073,16,112,0.9982,3.39,0.74,9.5,7
1688,6.7,0.43,0.24,2.1,0.078,43,77,0.9958,3.44,0.6,10.8,6
1689,7.6,0.695,0.13,2.2,0.104,12,91,0.99459,3.29,0.67,9.5,5
1690,6.8,0.66,0,3.4,0.076,15,33,0.9948,3.56,0.52,13.56666667,6
1691,9.5,0.26,0.54,2,0.09,5,25,0.9988,3.34,0.87,10.4,6
1692,10.2,0.63,0.24,2.4,0.092,23,49,0.9979,3.07,0.63,9.3,5
1693,6.7,0.78,0.08,1.7,0.111,22,41,0.99593,3.41,0.66,10.5,6
1694,7.5,0.34,0.31,5.6,0.082,26,99,0.9962,3.44,0.85,12,7
1695,6.7,0.46,0.21,3.4,0.081,16,37,0.99499,3.47,0.58,9.7,7
1696,8.2,0.38,0.38,2.2,0.044,10,86,0.99354,3.3,0.87,12,7
1697,10,0.18,0.49,1.8,0.071,6,18,0.9994,3.22,0.73,9.2,6
1698,8.2,0.34,0.32,2.3,0.068,18,37,0.99667,3.28,0.85,11.3,6
1699,8.2,0.4,0.4,2.1,0.039,34,44,0.99514,3.29,0.7,12.1,7
1700,7.1,0.66,0.03,2.3,0.082,30,69,0.99744,3.52,0.55,9.7,5
1701,8.7,0.29,0.49,2.6,0.082,23,142,0.9976,3.22,0.68,10.1,5
1702,9.2,0.31,0.5,2.2,0.067,16,24,0.99384,3.32,0.87,12.5,7
1703,5.7,0.31,0.37,2.3,0.041,17,81,0.99386,3.57,1.06,11.2,6
1704,7.8,0.77,0.17,1.6,0.087,17,40,0.9969,3.2,0.52,9.2,5
1705,8.2,0.54,0.12,1.6,0.066,15,33,0.9976,3.29,0.56,9.7,6
1706,7,0.69,0.1,3,0.088,33,76,0.99842,3.44,0.6,9.9,4
1707,5.9,0.68,0.05,2.3,0.089,17,69,0.99252,3.56,0.49,12.5,6
1708,6.7,1.33,0,1.7,0.062,6,34,0.9948,3.5,0.48,10.9,4
1709,8.8,0.61,0.19,1.8,0.109,5,15,0.9982,3.19,0.44,9.5,4
1710,7.7,1.012,0.21,1.9,0.076,20,136,0.9964,3.17,0.49,9.5,5
1711,8.2,0.32,0.27,1.9,0.08,21,58,0.9964,3.3,0.82,10,7
1712,6.3,0.66,0,1.7,0.057,6,11,0.9958,3.45,0.54,10.8,7
1713,8.7,0.635,0.1,2.4,0.088,25,57,0.9964,3.19,0.79,9.5,5
1714,6.9,0.54,0.23,2.3,0.074,25,58,0.995,3.24,0.56,11.4,5
1715,8.9,0.6,0.31,3,0.092,32,44,0.99836,3.38,0.72,10.5,7
1716,6.6,0.78,0,2.2,0.078,34,52,0.99622,3.52,0.6,10.7,6
1717,7.5,0.51,0.02,2.2,0.071,28,52,0.99566,3.36,0.54,10.5,6
1718,8.8,0.47,0.33,2.3,0.075,22,109,0.9979,3.22,0.62,9.4,5
1719,6.1,0.46,0.12,2.1,0.074,16,45,0.99508,3.5,0.71,10.3,4
1720,8.2,0.45,0.49,1.7,0.07,16,59,0.9973,3.35,0.57,10.8,5
1721,6.2,0.57,0.02,2.1,0.062,16,44,0.9958,3.36,0.52,10.1,5
1722,7,0.53,0.36,1.4,0.07,13,50,0.99596,3.45,0.56,9.2,5
1723,7.8,0.34,0.34,2,0.082,17,88,0.99818,3.6,0.48,9.5,5
1724,8,0.4,0.27,2.7,0.058,10,21,0.99498,3.22,0.68,12.2,7
1725,8.4,0.635,0.01,2.2,0.078,27,66,0.99736,3.53,0.57,9.7,5
1726,8.8,0.43,0.34,2.8,0.083,34,72,0.99622,3.38,0.71,10.7,6
1727,9.9,0.24,0.48,2,0.084,6,24,0.9968,3.29,0.85,11.4,7
1728,9.3,0.635,0.1,1.9,0.077,37,55,0.99566,3.28,0.66,10,5
1729,8.7,0.725,0.22,4.65,0.117,10,31,0.99668,3.36,0.48,9.7,5
1730,10.9,0.47,0.58,2.2,0.095,15,35,0.9984,3.08,0.61,9,6
1731,8.3,0.24,0.42,2.1,0.062,26,61,0.99494,3.26,0.93,10,7
1732,9.4,0.36,0.49,2.1,0.086,27,85,0.9964,3.39,0.71,10.9,5
1733,11.9,0.49,0.49,1.9,0.095,10,41,1.0004,3.08,0.76,10.5,6
1734,6.9,0.46,0.43,1.8,0.073,24,94,0.9948,3.39,0.57,11.5,5
1735,8.4,0.545,0.22,2.2,0.074,16,119,0.9967,3.3,0.55,9.1,4
1736,7.7,0.34,0.31,2,0.082,31,59,0.9967,3.29,0.67,9.2,6
1737,9.3,0.33,0.34,2.8,0.095,38,46,0.99713,3.34,0.84,12.5,7
1738,6.6,0.56,0,1.8,0.064,7,16,0.99346,3.36,0.71,11.9,7
1739,6.8,0.64,0.21,2.1,0.093,9,32,0.99745,3.68,0.73,9.5,7
1740,12.5,0.5,0.49,2.9,0.1,5,16,0.9994,3.14,0.61,11.4,6
1741,7,0.66,0,4.3,0.09,9,28,0.99484,3.27,0.5,11.7,6
1742,7,0.49,0.09,2.1,0.092,12,28,0.99456,3.39,0.59,12.6,6
1743,9.8,0.46,0.31,1.7,0.076,16,56,0.99476,3.16,0.72,10.03333333,6
1744,9.9,0.37,0.51,2.3,0.077,25,37,0.9982,3.26,0.82,10.9,7
1745,7.6,0.34,0.23,2.1,0.082,17,92,0.9964,3.22,0.52,9.5,5
1746,6.2,0.6,0.08,2.1,0.078,24,64,0.9964,3.38,0.49,10.2,5
1747,8.6,0.52,0.35,2.4,0.065,23,58,0.9934,2.92,0.82,12.4,6
1748,11.3,0.46,0.53,2.6,0.073,5,20,0.9972,3.2,0.72,11.8,6
1749,6.1,0.64,0,2.1,0.098,6,13,0.99738,3.52,0.63,9.5,5
1750,11.3,0.27,0.43,2.2,0.094,8,22,0.9996,3.09,0.82,9.4,6
1751,11.6,0.37,0.65,2.7,0.09,6,17,0.9976,3.08,0.68,10.2,6
1752,6.7,0.63,0.03,1.4,0.078,21,66,0.9958,3.52,0.56,9.5,5
1753,6,0.34,0,1.6,0.066,31,68,0.99258,3.68,0.69,12.3,6
1754,6.9,0.59,0.02,2.3,0.062,33,45,0.99489,3.34,0.47,10.5,6
1755,8.2,0.54,0.42,2.1,0.078,13,27,0.99498,3.18,0.77,12.1,6
1756,7.5,0.88,0.02,2.3,0.1,8,17,0.99588,3.2,0.54,9.4,5
1757,8.8,0.24,0.09,2.5,0.077,6,20,0.99648,3.41,0.7,11.9,7
1758,8.4,0.34,0.34,2.2,0.069,28,53,0.9974,3.17,0.67,10.4,6
1759,11.9,0.36,0.51,2.4,0.077,10,47,0.9982,3.09,0.6,9.2,6
1760,9.3,0.22,0.24,1.6,0.078,10,39,0.99557,3.34,0.87,10,7
1761,7.1,0.51,0.02,2.3,0.084,23,94,0.9994,3.47,0.54,9.8,5
1762,7.5,0.51,0.06,1.5,0.076,18,59,0.9948,3.39,0.39,10.6,6
1763,7.8,0.48,0.28,1.9,0.082,23,119,0.99694,3.28,0.7,9.5,6
1764,7.6,0.695,0.13,2.1,0.076,38,76,0.99494,3.29,0.52,9.5,5
1765,10.5,0.31,0.53,2.8,0.117,5,10,0.99774,3.22,0.75,11.2,7
1766,7.3,0.54,0.23,4.1,0.063,15,35,0.99489,3.32,0.61,11.7,5
1767,8.6,0.53,0.31,2.2,0.074,25,42,0.99716,3.17,0.67,11.4,6
1768,7.4,0.42,0.27,2.1,0.093,19,50,0.99408,3.39,0.64,12.5,6
1769,8.2,0.28,0.23,2.4,0.068,3,9,0.9964,3.15,0.65,9.4,5
1770,6.8,0.54,0.09,1.4,0.086,6,15,0.99459,3.38,0.59,11.3,6
1771,7.2,0.795,0,2.6,0.171,36,46,0.997,3.51,0.68,10,7
1772,7.7,0.6,0.26,2.3,0.07,31,145,0.99613,3.26,0.48,9.9,5
1773,6.1,0.52,0.25,2,0.074,45,88,0.99629,3.42,0.53,9.6,5
1774,5.4,0.65,0,2.2,0.097,11,65,0.99396,3.68,0.62,9.5,7
1775,9.2,0.58,0.22,2.3,0.082,31,134,0.99782,3.18,0.55,9.5,5
1776,11.9,0.51,0.44,2.55,0.089,16,47,1.0002,3.18,0.64,10.03333333,6
1777,7.2,1.58,0.1,1.7,0.081,8,20,0.99628,3.3,0.49,10.9,6
1778,10.6,0.35,0.49,2.4,0.091,20,110,0.9994,3.23,0.73,9.6,5
1779,8.5,0.31,0.39,2.1,0.061,6,12,0.99476,3.3,0.58,9.4,5
1780,10.5,0.715,0.43,2.9,0.089,21,51,0.9996,3.24,0.6,9.7,6
1781,10,0.35,0.45,3.4,0.08,6,17,0.9994,3.22,0.67,10.5,5
1782,6.4,0.61,0.14,2.1,0.067,20,37,0.9959,3.42,0.59,10.1,5
1783,5,0.46,0.11,1.6,0.056,12,19,0.99258,3.22,0.7,12.6,6
1784,7.1,0.45,0,2.1,0.082,21,59,0.9966,3.48,0.62,9.2,5
1785,6.8,0.69,0,1.4,0.084,18,34,0.9948,3.3,0.6,10.4,6
1786,7.7,0.4,0.31,1.7,0.077,3,15,0.99532,3.39,0.9,10,6
1787,7,0.49,0.28,2.1,0.077,32,71,0.99578,3.34,0.6,10.9,6
1788,10.6,0.34,0.45,2.6,0.082,17,86,0.9985,3.37,0.66,9.4,6
1789,9.2,0.36,0.52,2.1,0.073,41,55,0.99734,3.38,0.82,12,7
1790,12.3,0.5,0.49,2.3,0.085,8,28,1.0002,3.19,0.47,9.6,5
1791,9,0.49,0.57,2.1,0.074,6,12,0.9994,3.35,0.67,11.2,6
1792,8,0.24,0.37,2.3,0.068,10,24,0.9946,3.37,0.9,12,6
1793,11.9,0.31,0.54,2.5,0.098,5,9,0.99712,3.26,0.61,10.5,5
1794,6.6,0.66,0.04,2.2,0.076,20,54,0.9959,3.69,0.56,9.8,5
1795,12.8,0.38,0.76,2.8,0.075,6,17,1.0004,3.12,0.68,10.8,5
1796,7.8,0.3,0.24,1.6,0.069,16,38,0.9956,3.33,0.64,10.3,6
1797,12.5,0.36,0.49,2.55,0.075,5,12,0.9994,3.11,0.75,10.5,5
1798,10.5,0.38,0.66,1.4,0.081,4,10,0.99498,3.08,0.57,11.2,6
1799,7.1,0.795,0,1.6,0.068,19,40,0.9968,3.44,0.57,9.4,5
1800,7,0.38,0.25,2.4,0.081,27,67,0.99622,3.38,0.58,11.3,6
1801,6.6,0.685,0,2.4,0.079,6,12,0.998,3.58,0.83,10.3,6
1802,7.1,0.57,0.03,2.6,0.096,24,88,0.99575,3.44,0.6,10.1,6
1803,11.4,0.27,0.53,2.4,0.084,6,19,0.9981,3.17,0.85,12,7
1804,6.8,0.61,0.01,2.8,0.074,13,31,0.99538,3.34,0.54,12.7,7
1805,8.9,0.52,0.51,1.6,0.077,4,9,0.99558,3.3,0.87,9.8,6
1806,6.8,0.36,0.19,1.5,0.056,18,38,0.99396,3.45,0.52,11.3,6
1807,8.7,0.4,0.26,2,0.106,29,119,0.9982,3.26,0.56,9.3,6
1808,6.8,0.58,0.01,2.6,0.067,27,43,0.99528,3.41,0.56,12.4,7
1809,6.1,0.65,0.03,1.7,0.077,15,29,0.99538,3.59,0.54,10.2,5
1810,5.8,0.52,0.04,1.8,0.054,18,44,0.9942,3.42,0.56,12.9,6
1811,10.7,0.32,0.42,1.4,0.056,8,24,0.99396,3.16,0.71,11.4,5
1812,7.1,0.28,0.28,2.1,0.061,17,34,0.9966,3.39,0.48,9.4,5
1813,7,0.6,0.28,2.1,0.118,6,28,0.99616,3.43,0.59,9.8,6
1814,7.6,0.41,0.3,2.3,0.079,33,85,0.99786,3.42,0.56,9.5,5
1815,6.7,0.64,0.05,2.1,0.078,25,49,0.99498,3.36,0.66,12.9,6
1816,11.9,0.57,0.08,2.8,0.092,5,28,0.9996,3.12,0.73,10.5,6
1817,9.9,0.6,0.27,2.5,0.116,8,17,0.99708,3.19,0.51,9.3,5
1818,7.9,0.66,0.21,2.1,0.087,23,121,0.9968,3.21,0.57,9.5,5
1819,6.7,0.725,0.08,2.1,0.117,14,28,0.99655,3.34,0.52,10.7,6
1820,8.3,0.43,0.28,2.1,0.082,18,88,0.99823,3.32,0.52,9.5,5
1821,7.7,0.58,0.1,1.6,0.088,23,113,0.99675,3.29,0.58,9.9,5
1822,6,0.43,0.24,2.1,0.066,12,18,0.99478,3.49,0.66,11.4,6
1823,7.9,0.53,0.18,1.9,0.076,19,64,0.9962,3.38,0.65,10.6,6
1824,5.3,0.67,0.11,1.8,0.075,19,20,0.9947,3.49,0.67,11.4,6
1825,9.5,0.39,0.27,2.6,0.092,52,98,0.998,3.2,0.54,9.4,5
1826,7.6,0.56,0.24,2.1,0.077,23,147,0.9979,3.37,0.54,9.4,5
1827,8.3,0.54,0.27,3.4,0.067,26,105,0.9962,3.26,0.8,12.1,7
1828,7.5,0.52,0.2,2.5,0.084,35,152,0.9959,3.34,0.49,9.6,5
1829,7.2,0.59,0.18,2.3,0.067,28,109,0.9971,3.38,0.77,10.5,6
1830,6,0.66,0,2.1,0.066,14,35,0.9956,3.52,0.64,10.3,5
1831,10.6,0.56,0.24,2.5,0.077,16,42,0.9991,3.14,0.52,9.4,5
1832,7.8,0.615,0.07,2.6,0.086,5,16,0.9964,3.33,0.89,9.8,6
1833,7.5,0.84,0.21,2.1,0.083,24,66,0.99836,3.38,0.56,9.7,5
1834,9.9,0.78,0.21,2.2,0.077,32,54,0.9991,3.48,0.62,9.4,5
1835,10,0.33,0.63,1.9,0.071,6,12,0.99547,3.17,0.64,10.5,7
1836,11.5,0.35,0.53,2.3,0.091,5,19,0.99642,3.16,0.85,11,7
1837,6.1,0.57,0.02,2.3,0.081,21,59,0.99745,3.51,0.8,11.4,6
1838,8,0.28,0.42,1.8,0.078,17,77,0.99672,3.25,0.77,11.2,7
1839,8.9,0.835,0.14,1.9,0.084,3,10,0.9974,3.19,0.54,9.3,5
1840,9.4,0.62,0.24,2.8,0.078,17,43,0.9986,3.26,0.61,9.4,5
1841,7.2,0.36,0.32,2,0.082,31,68,0.99694,3.37,0.49,9.2,6
1842,9.8,0.24,0.48,2.5,0.075,11,24,0.9982,3.09,0.61,10.5,5
1843,8.9,0.35,0.53,2.6,0.077,8,15,0.99534,3.23,0.57,11.5,6
1844,7.2,0.61,0.26,2.3,0.08,25,105,0.99623,3.39,0.54,9.7,5
1845,10,0.55,0.45,2.2,0.071,9,17,0.99444,3.22,0.44,12,6
1846,6.1,0.885,0,2.6,0.068,6,15,0.9962,3.56,0.54,9.4,4
1847,7.2,0.66,0.03,2.3,0.08,30,91,0.99743,3.52,0.57,10.7,7
1848,8.1,0.39,0.39,1.4,0.055,4,9,0.99498,3.34,0.62,11.2,5
1849,7.1,0.52,0.03,2.5,0.081,34,60,0.99538,3.36,0.7,10.2,6
1850,7.8,0.26,0.06,2,0.052,15,28,0.9965,3.37,0.8,10.9,6
1851,6.8,0.49,0.09,2,0.072,15,18,0.99385,3.39,0.64,12.6,6
1852,6.6,0.6,0,2.1,0.059,8,16,0.99448,3.61,0.63,10.3,6
1853,9.1,0.5,0.3,1.8,0.111,7,15,0.9973,3.28,0.62,9.1,6
1854,11.3,0.28,0.57,2.3,0.084,8,17,0.9974,3.1,0.7,9.5,6
1855,7.1,0.63,0.2,2.1,0.06,19,77,0.99745,3.55,0.73,10,7
1856,7.5,0.6,0.26,3,0.088,31,131,0.99622,3.21,0.52,9.7,5
1857,11.9,0.38,0.49,2.7,0.081,14,39,1.0004,3.25,0.55,9.5,5
1858,8.9,0.53,0.24,2.6,0.077,34,141,0.9976,3.17,0.54,9.2,5
1859,10.3,0.4,0.49,2.8,0.093,15,104,0.9994,3.22,0.61,9.2,5
